"ΚΑΒΑΛΑΣ
70.501","65.857","34.002","31.334","36.499","34.523"
"ΝΕΣΤΟΥ
22.331","20.525","11.045","10.105","11.286","10.420"
"ΠΑΓΓΑΙΟΥ
32.085","29.592","15.807","14.485","16.278","15.107"
"","","","","",""
